AGGREGATION_NAME,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES
BRONX HIGH SCHOOL OF SCIENCE,0.37,65.0,2.15,45.65,43.18,0.32,98.9,5.81,0.0,56.82,0.0,1.24,54.35,0.0,0.0,1.1,25.11,99.7,321000011445,32,BRONX,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICE,0.0,0.0,26.49,89.18,52.61,5.6,71.64,67.91,4.48,47.39,0.0,0.0,10.82,57.84,0.0,28.36,0.0,90.67,321000011439,32,BRONX,2019,13.81,0.0,86.19,0.0,0.0,0.0
BRONX INTERNATIONAL ACADEMY,0.0,0.0,6.74,65.54,55.81,14.23,32.21,76.78,78.28,44.19,0.0,0.0,5.99,21.72,0.0,3.37,0.0,83.15,320900011403,32,BRONX,2019,27.72,0.0,72.28,0.0,0.0,0.0
BRONX LAB SCHOOL,0.0,0.0,26.48,73.52,42.16,3.83,75.26,51.22,8.36,57.84,0.0,0.0,26.48,91.64,0.0,24.74,0.0,67.6,321100011265,32,BRONX,2019,9.41,0.0,90.59,0.0,0.0,0.0
BRONX LATIN SCHOOL,0.0,0.0,5.35,66.26,46.91,7.82,80.66,78.6,7.41,53.09,0.0,0.0,4.53,63.37,0.0,19.34,0.0,93.42,321200011267,32,BRONX,2019,2.06,0.0,27.16,0.0,0.0,0.0
BRONX LEADERSHIP ACADEMY,0.0,0.0,20.19,83.89,48.56,6.73,71.39,65.38,14.42,51.44,0.0,0.0,16.11,85.58,0.0,28.61,0.0,66.71,320900011525,32,BRONX,2019,12.26,0.0,87.74,0.0,0.0,0.0
BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,0.0,0.0,30.1,90.56,42.09,6.63,70.92,65.31,9.18,57.91,0.0,0.0,9.44,90.82,0.0,29.08,0.0,77.42,320700011527,32,BRONX,2019,11.73,0.0,88.27,0.0,0.0,0.0
BRONX LIGHTHOUSE CHARTER SCHOOL,0.0,0.0,23.39,80.12,53.8,0.0,58.48,62.57,0.0,46.2,0.0,0.0,19.88,0.0,0.0,7.02,0.0,89.47,321200860870,32,BRONX,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRONX PREPARATORY CHARTER SCHOOL,0.0,0.0,13.74,82.46,53.55,0.0,62.56,51.66,0.0,46.45,0.0,0.0,17.54,0.0,0.0,6.64,0.0,91.47,320900860807,32,BRONX,2019,0.0,0.0,0.0,0.0,0.0,0.0
BRONX REGIONAL HIGH SCHOOL,0.0,0.0,20.97,85.48,50.81,0.0,83.87,64.11,10.89,49.19,0.0,0.0,14.52,89.11,0.0,16.13,0.0,25.81,321200011480,32,BRONX,2019,22.18,0.0,77.82,0.0,0.0,0.0
BRONX RIVER HIGH SCHOOL,0.0,4.83,24.14,72.76,52.07,8.97,80.0,62.41,9.66,47.93,0.0,0.0,27.24,90.34,0.0,20.0,1.72,81.55,320800011349,32,BRONX,2019,8.62,0.0,91.38,0.0,0.0,0.0
BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,0.0,0.0,15.75,86.09,54.07,4.46,80.58,70.08,4.2,45.93,0.0,0.0,13.91,64.04,0.0,19.42,0.0,84.25,320900011505,32,BRONX,2019,9.19,0.0,90.81,0.0,0.0,0.0
BRONX SCHOOL OF LAW AND FINANCE,0.0,0.0,16.07,85.71,46.07,5.36,77.86,67.86,14.64,53.93,0.0,0.0,14.29,85.36,0.0,22.14,0.0,79.29,321000011284,32,BRONX,2019,15.71,0.0,84.29,0.0,0.0,0.0
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,0.0,0.0,0.0,81.66,57.21,3.49,80.79,79.04,3.49,42.79,0.0,0.0,18.34,35.37,0.0,19.21,0.0,76.2,320800011269,32,BRONX,2019,7.86,0.0,61.57,0.0,0.0,0.0
BRONX THEATRE HS,0.0,0.0,11.11,84.44,70.22,3.56,76.44,65.33,0.0,29.78,0.0,0.0,15.56,0.0,0.0,23.56,0.0,76.67,321000011546,32,BRONX,2019,13.78,0.0,86.22,0.0,0.0,0.0
BRONXDALE HIGH SCHOOL,0.0,0.0,32.09,81.76,48.99,6.08,79.39,56.08,1.69,51.01,0.0,0.0,18.24,35.81,0.0,20.61,3.04,83.11,321100011508,32,BRONX,2019,5.74,0.0,56.76,0.0,0.0,0.0
BRONXVILLE HIGH SCHOOL,0.0,5.03,0.0,0.0,51.68,0.0,32.68,1.96,0.0,48.32,0.0,0.0,0.0,0.0,0.0,1.4,86.87,98.32,660303030002,66,WESTCHESTER,2019,0.0,0.0,0.0,0.0,0.0,0.0
BROOKFIELD CENTRAL SCHOOL,0.0,0.0,0.0,53.06,48.98,0.0,0.0,0.0,0.0,51.02,0.0,0.0,46.94,0.0,0.0,0.0,0.0,93.88,250109040001,25,MADISON,2019,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLYN ACADEMY HIGH SCHOOL,0.0,0.0,77.93,83.79,52.76,0.0,76.21,8.28,0.0,47.24,0.0,0.0,16.21,0.0,0.0,23.79,0.0,29.14,331300011553,33,KINGS,2019,8.28,0.0,91.72,0.0,0.0,0.0
BROOKLYN ASCEND CHARTER SCHOOL,0.0,0.0,88.89,82.54,50.79,0.0,82.54,11.11,0.0,49.21,0.0,0.0,17.46,0.0,0.0,17.46,0.0,93.65,331800860916,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLYN BRIDGE ACADEMY HIGH SHCOOL,0.0,0.0,82.31,78.08,38.85,0.0,81.54,4.23,10.77,61.15,0.0,0.0,21.92,61.92,0.0,18.46,0.0,36.15,331800011578,33,KINGS,2019,9.62,0.0,90.38,0.0,0.0,0.0
BROOKLYN COLLEGE ACADEMY,0.0,7.71,65.99,67.12,64.4,0.0,92.06,12.24,0.0,35.6,0.0,6.8,32.88,0.0,0.0,7.94,4.54,99.21,332200011555,33,KINGS,2019,1.36,0.0,31.29,0.0,0.0,0.0
BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,0.0,0.0,87.44,90.95,37.19,0.0,75.88,3.02,0.0,62.81,0.0,0.0,9.05,0.0,0.0,24.12,0.0,82.41,332300011493,33,KINGS,2019,11.56,0.0,88.44,0.0,0.0,0.0
BROOKLYN COMMUNITY ARTS AND MEDIA HIGH SCHOOL,0.0,0.0,78.29,81.4,57.36,0.0,77.52,5.43,0.0,42.64,0.0,0.0,18.6,0.0,0.0,22.48,0.0,80.62,331300011412,33,KINGS,2019,8.14,0.0,91.86,0.0,0.0,0.0
BROOKLYN DEMOCRACY ACADEMY,0.0,0.0,78.4,80.0,42.0,0.0,72.8,0.0,0.0,58.0,0.0,0.0,20.0,0.0,0.0,27.2,0.0,33.6,332300011643,33,KINGS,2019,13.2,0.0,86.8,0.0,0.0,0.0
BROOKLYN FRONTIERS HIGH SCHOOL,0.0,0.0,70.87,86.96,44.35,0.0,56.09,17.83,2.61,55.65,0.0,0.0,13.04,41.3,0.0,43.91,0.0,34.78,331500011423,33,KINGS,2019,10.87,0.0,67.83,0.0,0.0,0.0
BROOKLYN GENERATION SCHOOL,0.0,0.0,45.75,71.9,40.52,0.0,81.7,3.27,7.84,59.48,0.0,0.0,28.1,64.05,0.0,18.3,0.0,78.43,331800011566,33,KINGS,2019,7.19,0.0,61.44,0.0,0.0,0.0
BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,0.0,2.47,65.93,84.44,39.26,0.0,81.23,26.17,1.23,60.74,0.0,0.0,15.56,29.88,0.0,18.77,0.0,84.44,331600011498,33,KINGS,2019,6.91,0.0,93.09,0.0,0.0,0.0
BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,0.0,0.0,70.48,83.26,53.74,0.0,77.97,0.0,3.52,46.26,0.0,0.0,16.74,27.31,0.0,22.03,0.0,18.94,331300011616,33,KINGS,2019,14.98,0.0,85.02,0.0,0.0,0.0
BROOKLYN HIGH SCHOOL FOR THE ARTS,0.0,2.44,68.99,72.47,75.61,0.0,88.85,21.95,0.0,24.39,0.0,2.44,27.53,0.0,0.0,11.15,1.39,91.38,331500011656,33,KINGS,2019,3.83,0.0,96.17,0.0,0.0,0.0
BROOKLYN HS FOR SCIENCE AND THE ENVIRONMENT,0.0,0.0,85.0,77.0,36.33,5.33,81.67,8.0,2.33,63.67,0.0,0.0,23.0,30.0,0.0,18.33,0.0,77.5,331700011547,33,KINGS,2019,5.33,0.0,62.33,0.0,0.0,0.0
BROOKLYN INSTITUTE FOR LIBERAL ARTS,0.0,0.0,62.35,84.21,47.37,2.02,81.38,0.0,0.0,52.63,0.0,0.0,15.79,0.0,0.0,18.62,0.0,95.55,331700011745,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,0.0,29.35,19.93,68.48,48.55,36.23,35.51,36.23,44.57,51.45,0.0,0.0,31.52,55.43,0.0,2.54,14.49,78.8,331300011439,33,KINGS,2019,6.52,0.0,65.58,0.0,0.0,0.0
BROOKLYN LAB SCHOOL,0.0,4.26,31.49,85.11,42.55,7.23,82.13,53.19,19.15,57.45,0.0,0.0,14.89,80.85,0.0,17.87,0.0,70.64,331900011639,33,KINGS,2019,13.19,0.0,86.81,0.0,0.0,0.0
BROOKLYN LATIN SCHOOL (THE),0.0,43.68,14.94,64.37,45.59,0.0,32.18,14.56,0.0,54.41,0.0,13.98,35.63,0.0,0.0,0.96,10.15,98.47,331400011449,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLYN PREPARATORY HIGH SCHOOL,0.0,0.0,53.24,76.49,51.08,0.0,82.7,41.35,0.0,48.92,0.0,0.0,23.51,0.0,0.0,17.3,0.0,94.73,331400011488,33,KINGS,2019,1.89,0.0,35.41,0.0,0.0,0.0
BROOKLYN PROSPECT CHARTER SCHOOL,0.0,4.43,14.02,42.44,44.28,0.0,81.92,42.44,0.0,55.72,0.0,1.85,57.56,0.0,0.0,18.08,32.84,94.65,331500860935,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLYN SCHOOL FOR GLOBAL STUDIES,0.0,0.0,42.57,54.46,44.55,0.0,77.23,28.71,0.0,55.45,0.0,0.0,13.86,0.0,0.0,22.77,0.0,92.08,331500011429,33,KINGS,2019,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLYN SCHOOL FOR MATH AND RESEARCH,0.0,0.0,50.84,86.59,38.55,0.0,84.92,24.58,0.0,61.45,0.0,0.0,13.41,0.0,0.0,15.08,0.0,89.66,333200011168,33,KINGS,2019,3.35,0.0,24.58,0.0,0.0,0.0
BROOKLYN SCHOOL FOR MUSIC AND THEATER,0.0,0.0,79.0,79.0,73.97,0.0,79.45,6.85,0.0,26.03,0.0,0.0,21.0,0.0,0.0,20.55,0.0,83.56,331700011548,33,KINGS,2019,5.48,0.0,58.45,0.0,0.0,0.0
BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,0.0,0.0,39.02,73.11,49.62,0.0,72.35,44.7,0.0,50.38,0.0,0.0,26.89,0.0,0.0,27.65,6.82,90.72,331500010448,33,KINGS,2019,1.89,0.0,29.55,0.0,0.0,0.0
BROOKLYN STUDIO SCHOOL,0.0,12.76,0.0,72.43,46.3,10.49,81.89,27.78,9.05,53.7,0.0,0.0,27.57,90.95,0.0,18.11,49.18,84.36,332100011690,33,KINGS,2019,1.03,0.0,34.57,0.0,0.0,0.0
BROOKLYN TECHNICAL HIGH SCHOOL,0.12,62.15,7.08,63.46,41.52,0.64,98.49,7.06,0.0,58.48,0.0,0.96,36.54,0.0,0.0,1.51,21.39,98.04,331300011430,33,KINGS,2019,1.51,0.0,98.49,0.0,0.0,0.0
BROOKLYN THEATRE ARTS HIGH SCHOOL,0.0,0.0,83.2,77.6,53.6,0.0,89.6,3.6,0.0,46.4,0.0,0.0,22.4,0.0,0.0,10.4,0.0,85.4,331800011567,33,KINGS,2019,4.8,0.0,64.4,0.0,0.0,0.0
BROOME STREET ACADEMY CHARTER HIGH SCHOOL,0.0,0.0,59.14,66.15,51.36,0.0,79.77,33.46,2.33,48.64,0.0,0.0,33.85,35.8,0.0,20.23,0.0,71.01,310200860992,31,NEW YORK,2019,12.84,0.0,87.16,0.0,0.0,0.0
BROWNSVILLE DIPLOMA PLUS HIGH SCHOOL,0.0,0.0,77.6,77.6,56.28,0.0,75.41,9.29,0.0,43.72,0.0,0.0,22.4,0.0,0.0,24.59,0.0,41.8,331700011568,33,KINGS,2019,6.01,0.0,62.3,0.0,0.0,0.0
BRUSHTON MOIRA HIGH SCHOOL,0.0,0.0,0.0,54.14,54.78,0.0,85.35,0.0,0.0,45.22,0.0,0.0,45.86,0.0,0.0,14.65,0.0,89.81,161601040002,16,FRANKLIN,2019,0.0,0.0,0.0,0.0,0.0,0.0
BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS,0.0,0.0,59.72,56.67,67.5,0.0,82.22,7.5,1.67,32.5,0.0,0.0,43.33,32.5,0.0,17.78,13.61,90.14,140600010097,14,ERIE,2019,1.67,0.0,26.67,0.0,0.0,0.0
BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,0.0,16.67,60.75,84.95,47.85,0.0,31.18,0.0,10.75,52.15,0.0,0.0,15.05,89.25,0.0,2.69,12.9,92.47,140600860861,14,ERIE,2019,0.0,0.0,0.0,0.0,0.0,0.0
BUFFALO SCHOOL OF CULINARY ARTS AND HOSPITALITY MANAGEMENT,0.0,0.0,45.68,82.72,66.67,0.0,79.01,30.86,16.05,33.33,0.0,0.0,17.28,83.95,0.0,20.99,14.81,83.33,140600010313,14,ERIE,2019,0.0,0.0,0.0,0.0,0.0,0.0
BURGARD VOCATIONAL HIGH SCHOOL,0.0,3.12,74.76,77.4,33.89,1.44,76.44,10.58,4.81,66.11,0.0,0.0,22.6,70.43,0.0,23.56,2.64,49.64,140600010101,14,ERIE,2019,5.05,0.0,70.19,0.0,0.0,0.0
BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL,0.0,0.65,0.0,12.05,45.34,0.0,88.6,0.78,0.0,54.66,0.0,0.0,87.95,0.0,0.0,11.4,94.82,97.34,520101060006,52,SARATOGA,2019,0.0,0.0,0.0,0.0,0.0,0.0
BUSHWICK COMMUNITY HIGH SCHOOL,0.0,0.0,8.16,83.69,45.62,1.51,70.69,67.67,5.74,54.38,0.0,0.0,16.31,68.28,0.0,29.31,0.0,34.74,333200010564,33,KINGS,2019,8.76,0.0,91.24,0.0,0.0,0.0
BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,0.0,0.0,0.0,32.68,41.95,2.93,72.2,81.46,19.51,58.05,0.0,0.0,2.93,80.49,0.0,27.8,0.0,77.32,333200011556,33,KINGS,2019,16.1,0.0,83.9,0.0,0.0,0.0
BUSHWICK SCHOOL FOR SOCIAL JUSTICE,0.0,0.0,0.0,75.88,48.87,5.14,80.71,80.71,29.58,51.13,0.0,0.0,24.12,70.42,0.0,19.29,0.0,75.24,333200011549,33,KINGS,2019,12.54,0.0,87.46,0.0,0.0,0.0
BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,0.0,28.72,35.11,70.21,28.19,0.0,85.11,19.68,3.19,71.81,0.0,4.26,29.79,51.06,0.0,14.89,9.57,93.09,342600011315,34,QUEENS,2019,4.79,0.0,49.47,0.0,0.0,0.0
BYRAM HILLS HIGH SCHOOL,0.0,4.95,0.0,3.99,48.08,0.0,88.18,1.28,0.0,51.92,0.0,0.0,96.01,0.0,0.0,11.82,91.21,99.52,661201060006,66,WESTCHESTER,2019,0.0,0.0,0.0,0.0,0.0,0.0
BYRON-BERGEN HIGH SCHOOL,0.0,0.0,0.0,39.35,44.91,0.0,88.43,0.0,0.0,55.09,0.0,0.0,60.65,0.0,0.0,11.57,32.87,95.6,180701040001,18,GENESEE,2019,0.0,0.0,0.0,0.0,0.0,0.0
C A BOUTON MIDDLE SCHOOL HIGH SCHOOL,0.0,0.0,0.0,7.07,47.47,0.0,88.55,0.0,0.0,52.53,0.0,0.0,92.93,0.0,0.0,11.45,91.25,98.32,11003060002,1,ALBANY,2019,0.0,0.0,0.0,0.0,0.0,0.0
CAIRO-DURHAM HIGH SCHOOL,0.0,0.0,0.0,46.34,52.61,0.0,81.88,3.83,0.0,47.39,0.0,6.27,53.66,0.0,0.0,18.12,83.62,86.59,190301040003,19,GREENE,2019,1.74,0.0,32.06,0.0,0.0,0.0
CALEDONIA-MUMFORD HIGH SCHOOL,0.0,0.0,0.0,30.29,43.75,0.0,88.46,0.0,0.0,56.25,0.0,0.0,69.71,0.0,0.0,11.54,0.0,91.35,240201040002,24,LIVINGSTON,2019,0.0,0.0,0.0,0.0,0.0,0.0
CAMBRIA HEIGHTS ACADEMY,0.0,10.95,75.18,69.34,51.46,1.82,81.75,6.57,0.0,48.54,0.0,0.0,30.66,0.0,0.0,18.25,0.0,87.59,342900011326,34,QUEENS,2019,1.82,0.0,33.94,0.0,0.0,0.0
CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,32.88,44.59,0.0,86.04,0.0,0.0,55.41,0.0,0.0,67.12,0.0,0.0,13.96,32.88,91.89,641610040003,64,WASHINGTON,2019,0.0,0.0,0.0,0.0,0.0,0.0
CAMDEN SENIOR HIGH SCHOOL,0.0,0.0,0.0,49.49,50.71,0.0,91.92,0.0,0.0,49.29,0.0,0.0,50.51,0.0,0.0,8.08,64.65,91.92,410601040006,41,ONEIDA,2019,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,0.0,0.0,0.0,54.79,52.66,0.0,84.04,0.0,0.0,47.34,0.0,0.0,45.21,0.0,0.0,15.96,0.0,95.21,570603040002,57,STEUBEN,2019,0.0,0.0,0.0,0.0,0.0,0.0
CANAJOHARIE SENIOR HIGH SCHOOL,0.0,0.0,0.0,45.81,45.81,0.0,64.32,0.0,0.0,54.19,0.0,0.0,54.19,0.0,0.0,8.81,0.0,89.87,270301040002,27,MONTGOMERY,2019,0.0,0.0,0.0,0.0,0.0,0.0
CANANDAIGUA ACADEMY & MIDDLE SCHOOL,0.0,1.28,2.91,30.73,47.26,0.0,89.06,3.03,0.0,52.74,0.0,0.0,69.27,0.0,0.0,10.94,89.99,93.77,430300050002,43,ONTARIO,2019,0.0,0.0,0.0,0.0,0.0,0.0
CANASERAGA SCHOOL,0.0,0.0,0.0,39.58,41.67,0.0,0.0,0.0,0.0,33.33,0.0,0.0,60.42,0.0,0.0,0.0,0.0,81.25,21102040001,2,ALLEGANY,2019,0.0,0.0,0.0,0.0,0.0,0.0
CANASTOTA HIGH SCHOOL,0.0,0.0,0.0,52.01,49.85,0.0,63.47,0.0,0.0,50.15,0.0,0.0,47.99,0.0,0.0,4.33,92.26,86.22,250901060004,25,MADISON,2019,0.0,0.0,0.0,0.0,0.0,0.0
CANDOR JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,53.99,49.69,0.0,79.14,0.0,0.0,50.31,0.0,0.0,46.01,0.0,0.0,20.86,0.0,85.28,600301040002,60,TIOGA,2019,0.0,0.0,0.0,0.0,0.0,0.0
CANISTEO-GREENWOOD HIGH SCHOOL,0.0,0.0,0.0,46.5,49.38,0.0,87.24,0.0,0.0,50.62,0.0,0.0,53.5,0.0,0.0,12.76,0.0,94.44,571502060001,57,STEUBEN,2019,0.0,0.0,0.0,0.0,0.0,0.0
CAPTAIN VERNON A RICHARDS HIGH SCHOOL FOR FIRE AND LIFE SAFE,0.0,0.0,69.04,76.14,25.89,0.0,75.63,8.12,0.0,74.11,0.0,0.0,23.86,0.0,0.0,24.37,0.0,78.43,331900011502,33,KINGS,2019,4.57,0.0,41.12,0.0,0.0,0.0
CARLE PLACE MIDDLE SENIOR HIGH SCHOOL,0.0,0.0,0.0,20.55,50.0,0.0,87.73,17.48,0.0,50.0,0.0,0.0,79.45,0.0,0.0,12.27,74.85,94.33,280411030003,28,NASSAU,2019,0.0,0.0,0.0,0.0,0.0,0.0
CARMEL HIGH SCHOOL,0.0,1.78,1.97,28.02,49.02,0.47,86.6,21.18,0.66,50.98,0.0,0.0,71.98,32.61,0.0,13.4,72.07,93.63,480102060005,48,PUTNAM,2019,0.0,0.0,0.0,0.0,0.0,0.0
CARTHAGE SENIOR HIGH SCHOOL,0.0,0.0,5.45,44.48,48.26,0.0,84.42,6.51,0.0,51.74,0.0,3.78,55.52,0.0,0.0,15.58,80.48,89.03,222201060001,22,JEFFERSON,2019,0.0,0.0,0.0,0.0,67.78,32.22
CASCADES CENTER FOR TEACHING AND LEARNING,0.0,0.0,30.29,81.47,53.53,0.0,84.12,50.29,2.06,46.47,0.0,0.0,18.53,34.71,0.0,15.88,0.0,43.38,310100011650,31,NEW YORK,2019,10.88,0.0,89.12,0.0,0.0,0.0
CASSADAGA VALLEY HIGH SCHOOL,0.0,0.0,0.0,50.47,48.6,0.0,85.05,0.0,0.0,51.4,0.0,0.0,49.53,0.0,0.0,14.95,66.36,89.25,60401040006,6,CHAUTAUQUA,2019,0.0,0.0,0.0,0.0,0.0,0.0
CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE,0.0,0.0,0.0,34.48,39.66,0.0,56.9,0.0,0.0,36.21,0.0,0.0,65.52,0.0,0.0,43.1,65.52,72.41,280211030011,28,NASSAU,2019,0.0,0.0,0.0,0.0,0.0,0.0
CATO-MERIDIAN SENIOR HIGH SCHOOL,0.0,0.0,0.0,41.95,52.68,0.0,32.2,0.0,0.0,47.32,0.0,0.0,58.05,0.0,0.0,2.93,31.71,95.12,50401040003,5,CAYUGA,2019,0.0,0.0,0.0,0.0,0.0,0.0
CATSKILL SENIOR HIGH SCHOOL,0.0,0.0,13.38,42.61,57.04,0.0,82.75,6.34,0.0,42.96,0.0,0.0,57.39,0.0,0.0,17.25,71.13,93.49,190401060003,19,GREENE,2019,0.0,0.0,0.0,0.0,0.0,0.0
CATTARAUGUS-LITTLE VALLEY HIGH SCHOOL,0.0,0.0,0.0,48.82,50.24,0.0,84.83,0.0,0.0,49.76,0.0,0.0,51.18,0.0,0.0,15.17,65.88,92.42,42302040003,4,CATTARAUGUS,2019,0.0,0.0,0.0,0.0,0.0,0.0
CAZENOVIA HS,0.0,0.0,0.0,17.92,49.06,0.0,90.57,0.0,0.0,50.94,0.0,0.0,82.08,0.0,0.0,9.43,94.1,96.93,250201060002,25,MADISON,2019,0.0,0.0,0.0,0.0,0.0,0.0
CENTER MORICHES HIGH SCHOOL,0.0,0.0,2.71,22.4,48.19,0.0,84.84,16.29,3.62,51.81,0.0,0.0,77.6,65.61,0.0,15.16,74.21,93.44,580233020001,58,SUFFOLK,2019,0.0,0.0,0.0,0.0,0.0,0.0
CENTEREACH HIGH SCHOOL,0.0,4.75,2.33,29.34,49.44,1.38,89.73,15.27,3.62,50.56,0.0,0.0,70.66,96.38,0.0,10.27,73.94,93.1,580211060016,58,SUFFOLK,2019,0.0,0.0,0.0,0.0,0.0,0.0
CENTRAL ISLIP SENIOR HIGH SCHOOL,0.0,2.93,20.35,70.15,48.74,4.59,91.89,71.74,15.16,51.26,0.0,0.0,29.85,84.84,0.0,8.11,2.19,82.38,580513030006,58,SUFFOLK,2019,4.39,0.0,95.61,0.0,0.0,0.0
CENTRAL PARK EAST SECONDARY SCHOOL,0.0,9.55,24.72,83.99,65.73,3.09,87.36,58.71,0.0,34.27,0.0,0.0,16.01,0.0,0.0,12.64,0.0,97.75,310400011555,31,NEW YORK,2019,4.78,0.0,63.48,0.0,0.0,0.0
CENTRAL VALLEY ACADEMY,0.0,0.0,1.39,52.49,49.7,0.0,83.5,0.0,0.0,50.3,0.0,0.0,47.51,0.0,0.0,16.5,94.23,83.3,212101040005,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHANNEL VIEW SCHOOL FOR RESEARCH,0.0,1.96,45.81,69.55,50.56,0.0,86.03,29.61,0.0,49.44,0.0,0.0,30.45,0.0,0.0,13.97,15.08,95.25,342700011262,34,QUEENS,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHARLES D'AMICO HIGH SCHOOL,0.0,0.0,0.0,52.28,50.91,0.0,86.76,10.73,0.0,49.09,0.0,0.0,47.72,0.0,0.0,13.24,79.0,88.47,450101060003,45,ORLEANS,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHARLES O. DICKERSON HIGH SCHOOL,0.0,0.0,0.0,35.45,48.64,0.0,90.0,0.0,0.0,51.36,0.0,0.0,64.55,0.0,0.0,10.0,25.45,94.09,611001040002,61,TOMPKINS,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHARLES W BAKER HIGH SCHOOL,0.0,0.94,2.83,23.88,47.24,0.0,88.68,3.63,0.0,52.76,0.0,1.38,76.12,0.0,0.0,11.32,88.97,93.58,420901060007,42,ONONDAGA,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHARLOTTE HIGH SCHOOL,0.0,0.0,45.71,85.71,48.57,0.0,80.0,40.0,20.0,51.43,0.0,0.0,14.29,80.0,0.0,20.0,14.29,17.14,261600010060,26,MONROE,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHARLOTTE VALLEY SCHOOL,0.0,0.0,0.0,37.14,62.86,0.0,0.0,0.0,0.0,37.14,0.0,0.0,34.29,0.0,0.0,0.0,0.0,55.71,120401040001,12,DELAWARE,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,20.18,0.0,0.0,66.06,55.96,0.0,88.99,64.22,8.26,44.04,0.0,0.0,33.94,91.74,0.0,11.01,0.0,38.07,321000861064,32,BRONX,2019,7.34,0.0,92.66,0.0,0.0,0.0
CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,0.0,0.0,37.89,82.73,52.52,0.0,88.73,22.06,1.44,47.48,0.0,3.36,17.27,36.21,0.0,11.27,30.46,96.16,142601860031,14,ERIE,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHATEAUGAY HIGH SCHOOL,0.0,0.0,0.0,40.0,48.7,0.0,63.48,0.0,0.0,51.3,0.0,0.0,60.0,0.0,0.0,10.43,0.0,96.52,160801040002,16,FRANKLIN,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHATHAM HIGH SCHOOL,0.0,0.0,1.82,39.42,50.36,0.0,87.59,0.0,0.0,49.64,0.0,4.74,60.58,0.0,0.0,12.41,85.4,91.42,101001040002,10,COLUMBIA,2019,0.0,0.0,0.0,0.0,0.0,0.0
CHAUTAUQUA LAKE HIGH SCHOOL,0.0,0.0,0.0,32.11,47.25,0.0,89.45,0.0,0.0,52.75,0.0,0.0,67.89,0.0,0.0,10.55,0.0,95.87,60503040001,6,CHAUTAUQUA,2019,0.0,0.0,0.0,0.0,0.0,0.0
